sku,unit,warehouse,day,document_number,order_qty,prior_orders,prior_window_days,historical_median,threshold_iqr,threshold_8median,reason,excluded_qty,exclusion_status,month,comparable,matches_signed,sales_qty_raw,monthly_matches_signed,review_reason
010500006_,шт,Алматы,2025-08-06,20000083560,864.0,2172,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-06,20000084031,144.0,2172,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-07,20000084265,901.0,2176,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-08,20000083564,144.0,2193,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-09,20000085085,144.0,2204,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-09,20000085308,144.0,2204,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-09,20000085367,288.0,2204,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-12,20000084562,288.0,2191,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-12,20000085515,682.0,2191,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-12,20000086109,160.0,2191,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-12,20000086295,144.0,2191,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-13,20000087050,144.0,2203,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-14,20000086562,144.0,2207,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-14,20000086638,144.0,2207,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-14,20000087196,144.0,2207,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-15,20000087591,144.0,2215,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-15,20000088215,144.0,2215,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-16,20000087979,720.0,2232,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-16,20000088386,144.0,2232,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-19,20000088610,720.0,2213,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-19,20000089429,144.0,2213,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-20,20000089418,288.0,2214,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-20,20000089479,432.0,2214,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-20,20000089764,144.0,2214,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-21,20000089832,432.0,2223,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-22,20000090696,288.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-22,20000090757,144.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-22,20000090872,720.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-23,20000091452,144.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-23,20000091474,288.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-23,20000091495,144.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-25,20000091842,144.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-25,20000091917,144.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-25,20000091955,144.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-25,20000092011,288.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-25,20000092050,205.0,2231,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-26,20000091897,144.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-26,20000092416,144.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-26,20000092635,576.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-26,20000092641,288.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-26,20000092703,144.0,2251,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-28,20000093300,288.0,2265,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-28,20000093490,288.0,2265,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-28,20000093691,144.0,2265,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-28,20000093910,144.0,2265,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-29,20000093465,288.0,2285,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-29,20000093487,1008.0,2285,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-30,20000094662,288.0,2303,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-08-30,30000032947,720.0,2303,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-08-01,True,False,26866.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-02,20000094918,144.0,2280,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-02,20000094922,1152.0,2280,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-02,20000094941,288.0,2280,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-02,20000095151,144.0,2280,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-03,20000094940,720.0,2289,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-03,20000094944,144.0,2289,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-03,20000095747,288.0,2289,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-03,20000096150,147.0,2289,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-04,20000095393,144.0,2296,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-04,20000096025,432.0,2296,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-08,20000097737,144.0,2324,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-08,20000097748,288.0,2324,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-08,20000097805,288.0,2324,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-08,20000097953,288.0,2324,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-08,30000033009,288.0,2324,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-09,20000098111,144.0,2318,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-09,20000098197,288.0,2318,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-09,20000098527,144.0,2318,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-10,20000098124,288.0,2325,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-10,20000098399,288.0,2325,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-10,20000099166,144.0,2325,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-11,20000098155,144.0,2336,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-11,20000099284,144.0,2336,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-13,20000100496,144.0,2372,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-15,20000101109,144.0,2348,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-16,20000100698,144.0,2343,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-16,20000101311,144.0,2343,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-16,20000101606,432.0,2343,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000101200,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000101588,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000101704,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000101799,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000101954,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000102202,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,20000102211,288.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-17,30000033059,144.0,2342,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-18,20000102128,1440.0,2368,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-19,20000102993,144.0,2390,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-19,20000103097,260.0,2390,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-19,20000103321,288.0,2390,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-19,30000033107,1440.0,2390,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-20,20000103112,720.0,2417,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-20,20000103116,288.0,2417,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-20,20000103461,144.0,2417,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-20,20000103585,144.0,2417,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-22,20000103822,144.0,2423,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-23,20000104005,288.0,2422,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-23,20000104317,144.0,2422,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-23,20000104319,144.0,2422,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-23,20000104334,432.0,2422,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-24,20000105075,144.0,2427,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-24,20000105231,144.0,2427,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-24,20000105255,144.0,2427,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-25,20000104895,144.0,2434,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-25,20000105520,144.0,2434,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-25,20000106027,144.0,2434,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-26,20000106585,144.0,2442,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-27,20000106103,144.0,2461,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-27,20000106483,864.0,2461,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-27,20000106802,144.0,2461,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-29,20000107062,240.0,2445,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-29,20000107110,144.0,2445,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-30,20000106963,288.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-30,20000107531,288.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-30,20000107589,288.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-09-30,20000108053,144.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-09-01,True,False,25571.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-10-01,20000108136,288.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,24480.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-10-01,20000108442,144.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,24480.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-10-01,20000108453,288.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,24480.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-10-01,20000108506,144.0,2456,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,24480.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-10-02,20000108695,144.0,2465,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,24480.0,False,monthly_and_transactions_not_reconciled
010500006_,шт,Алматы,2025-10-02,20000108766,144.0,2465,180,12.0,129.0,96.0,above_Q3_plus_3IQR_and_at_least_8_medians,0.0,review_only,2025-10-01,True,False,24480.0,False,monthly_and_transactions_not_reconciled
