sku,month,stock_qty_raw,stock_status
BLNVA105014,2025-08-01,,blank
BLNVA105014,2025-09-01,,blank
BLNVA105014,2025-10-01,,blank
BLNVA105014,2025-11-01,,blank
BLNVA105014,2025-12-01,,blank
BLNVA105014,2026-01-01,,blank
BLNVA105014,2026-02-01,,blank
BLNVA105014,2026-03-01,,blank
BLNVA105014,2026-04-01,,blank
BLNVA105014,2026-05-01,,blank
BLNVA105014,2026-06-01,,blank
BLNVA105014,2026-07-01,,blank
BLNVA105014,2026-08-01,,blank
BLNVA105014,2026-09-01,,blank
BLNVA105015,2024-01-01,,blank
BLNVA105015,2024-02-01,,blank
BLNVA105015,2024-03-01,,blank
BLNVA105015,2024-04-01,,blank
BLNVA105015,2024-05-01,,blank
BLNVA105015,2024-06-01,,blank
BLNVA105015,2024-07-01,,blank
BLNVA105015,2024-08-01,35.0,observed
BLNVA105015,2024-09-01,35.0,observed
BLNVA105015,2024-10-01,35.0,observed
BLNVA105015,2024-11-01,35.0,observed
BLNVA105015,2024-12-01,35.0,observed
BLNVA105015,2025-01-01,35.0,observed
BLNVA105015,2025-02-01,,blank
BLNVA105015,2025-03-01,,blank
BLNVA105015,2025-04-01,,blank
BLNVA105015,2025-05-01,,blank
BLNVA105015,2025-06-01,,blank
BLNVA105015,2025-07-01,,blank
BLNVA105015,2025-08-01,,blank
BLNVA105015,2025-09-01,,blank
BLNVA105015,2025-10-01,,blank
BLNVA105015,2025-11-01,,blank
BLNVA105015,2025-12-01,,blank
BLNVA105015,2026-01-01,,blank
BLNVA105015,2026-02-01,,blank
BLNVA105015,2026-03-01,,blank
BLNVA105015,2026-04-01,,blank
BLNVA105015,2026-05-01,,blank
BLNVA105015,2026-06-01,,blank
BLNVA105015,2026-07-01,,blank
BLNVA105015,2026-08-01,,blank
BLNVA105015,2026-09-01,,blank
BLNRA000315,2024-01-01,,blank
BLNRA000315,2024-02-01,,blank
BLNRA000315,2024-03-01,,blank
BLNRA000315,2024-04-01,,blank
BLNRA000315,2024-05-01,,blank
BLNRA000315,2024-06-01,,blank
BLNRA000315,2024-07-01,,blank
BLNRA000315,2024-08-01,60.0,observed
BLNRA000315,2024-09-01,60.0,observed
BLNRA000315,2024-10-01,60.0,observed
BLNRA000315,2024-11-01,60.0,observed
BLNRA000315,2024-12-01,60.0,observed
BLNRA000315,2025-01-01,60.0,observed
BLNRA000315,2025-02-01,,blank
BLNRA000315,2025-03-01,,blank
BLNRA000315,2025-04-01,,blank
BLNRA000315,2025-05-01,,blank
BLNRA000315,2025-06-01,,blank
BLNRA000315,2025-07-01,,blank
BLNRA000315,2025-08-01,,blank
BLNRA000315,2025-09-01,,blank
BLNRA000315,2025-10-01,,blank
BLNRA000315,2025-11-01,,blank
BLNRA000315,2025-12-01,,blank
BLNRA000315,2026-01-01,,blank
BLNRA000315,2026-02-01,,blank
BLNRA000315,2026-03-01,,blank
BLNRA000315,2026-04-01,,blank
BLNRA000315,2026-05-01,,blank
BLNRA000315,2026-06-01,,blank
BLNRA000315,2026-07-01,,blank
BLNRA000315,2026-08-01,,blank
BLNRA000315,2026-09-01,,blank
BLNRA010312,2024-01-01,,blank
BLNRA010312,2024-02-01,,blank
BLNRA010312,2024-03-01,,blank
BLNRA010312,2024-04-01,,blank
BLNRA010312,2024-05-01,,blank
BLNRA010312,2024-06-01,,blank
BLNRA010312,2024-07-01,,blank
BLNRA010312,2024-08-01,3.0,observed
BLNRA010312,2024-09-01,3.0,observed
BLNRA010312,2024-10-01,3.0,observed
BLNRA010312,2024-11-01,3.0,observed
BLNRA010312,2024-12-01,3.0,observed
BLNRA010312,2025-01-01,3.0,observed
BLNRA010312,2025-02-01,,blank
BLNRA010312,2025-03-01,,blank
BLNRA010312,2025-04-01,,blank
BLNRA010312,2025-05-01,,blank
BLNRA010312,2025-06-01,,blank
BLNRA010312,2025-07-01,,blank
BLNRA010312,2025-08-01,,blank
BLNRA010312,2025-09-01,,blank
BLNRA010312,2025-10-01,,blank
BLNRA010312,2025-11-01,,blank
BLNRA010312,2025-12-01,,blank
BLNRA010312,2026-01-01,,blank
BLNRA010312,2026-02-01,,blank
BLNRA010312,2026-03-01,,blank
BLNRA010312,2026-04-01,,blank
BLNRA010312,2026-05-01,,blank
BLNRA010312,2026-06-01,,blank
BLNRA010312,2026-07-01,,blank
BLNRA010312,2026-08-01,,blank
BLNRA010312,2026-09-01,,blank
BLNRA010313,2024-01-01,,blank
BLNRA010313,2024-02-01,,blank
BLNRA010313,2024-03-01,,blank
BLNRA010313,2024-04-01,,blank
BLNRA010313,2024-05-01,,blank
BLNRA010313,2024-06-01,,blank
BLNRA010313,2024-07-01,,blank
BLNRA010313,2024-08-01,43.0,observed
BLNRA010313,2024-09-01,43.0,observed
BLNRA010313,2024-10-01,43.0,observed
BLNRA010313,2024-11-01,43.0,observed
BLNRA010313,2024-12-01,43.0,observed
BLNRA010313,2025-01-01,43.0,observed
BLNRA010313,2025-02-01,,blank
BLNRA010313,2025-03-01,,blank
BLNRA010313,2025-04-01,,blank
BLNRA010313,2025-05-01,,blank
BLNRA010313,2025-06-01,,blank
BLNRA010313,2025-07-01,,blank
BLNRA010313,2025-08-01,,blank
BLNRA010313,2025-09-01,,blank
BLNRA010313,2025-10-01,,blank
BLNRA010313,2025-11-01,,blank
BLNRA010313,2025-12-01,,blank
BLNRA010313,2026-01-01,,blank
BLNRA010313,2026-02-01,,blank
BLNRA010313,2026-03-01,,blank
BLNRA010313,2026-04-01,,blank
BLNRA010313,2026-05-01,,blank
BLNRA010313,2026-06-01,,blank
BLNRA010313,2026-07-01,,blank
BLNRA010313,2026-08-01,,blank
BLNRA010313,2026-09-01,,blank
BLNRA010314,2024-01-01,,blank
BLNRA010314,2024-02-01,,blank
BLNRA010314,2024-03-01,,blank
BLNRA010314,2024-04-01,,blank
BLNRA010314,2024-05-01,,blank
BLNRA010314,2024-06-01,,blank
BLNRA010314,2024-07-01,,blank
BLNRA010314,2024-08-01,26.0,observed
BLNRA010314,2024-09-01,26.0,observed
BLNRA010314,2024-10-01,26.0,observed
BLNRA010314,2024-11-01,26.0,observed
BLNRA010314,2024-12-01,26.0,observed
BLNRA010314,2025-01-01,26.0,observed
BLNRA010314,2025-02-01,,blank
BLNRA010314,2025-03-01,,blank
BLNRA010314,2025-04-01,,blank
BLNRA010314,2025-05-01,,blank
BLNRA010314,2025-06-01,,blank
BLNRA010314,2025-07-01,,blank
BLNRA010314,2025-08-01,,blank
BLNRA010314,2025-09-01,,blank
BLNRA010314,2025-10-01,,blank
BLNRA010314,2025-11-01,,blank
BLNRA010314,2025-12-01,,blank
BLNRA010314,2026-01-01,,blank
BLNRA010314,2026-02-01,,blank
BLNRA010314,2026-03-01,,blank
BLNRA010314,2026-04-01,,blank
BLNRA010314,2026-05-01,,blank
BLNRA010314,2026-06-01,,blank
BLNRA010314,2026-07-01,,blank
BLNRA010314,2026-08-01,,blank
BLNRA010314,2026-09-01,,blank
BLNRA010315,2024-01-01,,blank
BLNRA010315,2024-02-01,,blank
BLNRA010315,2024-03-01,,blank
BLNRA010315,2024-04-01,,blank
BLNRA010315,2024-05-01,,blank
BLNRA010315,2024-06-01,,blank
BLNRA010315,2024-07-01,,blank
BLNRA010315,2024-08-01,16.0,observed
BLNRA010315,2024-09-01,16.0,observed
BLNRA010315,2024-10-01,16.0,observed
BLNRA010315,2024-11-01,16.0,observed
BLNRA010315,2024-12-01,16.0,observed
BLNRA010315,2025-01-01,16.0,observed
BLNRA010315,2025-02-01,,blank
BLNRA010315,2025-03-01,,blank
BLNRA010315,2025-04-01,,blank
BLNRA010315,2025-05-01,,blank
BLNRA010315,2025-06-01,,blank
BLNRA010315,2025-07-01,,blank
BLNRA010315,2025-08-01,,blank
BLNRA010315,2025-09-01,,blank
BLNRA010315,2025-10-01,,blank
BLNRA010315,2025-11-01,,blank
BLNRA010315,2025-12-01,,blank
BLNRA010315,2026-01-01,,blank
BLNRA010315,2026-02-01,,blank
BLNRA010315,2026-03-01,,blank
BLNRA010315,2026-04-01,,blank
BLNRA010315,2026-05-01,,blank
BLNRA010315,2026-06-01,,blank
BLNRA010315,2026-07-01,,blank
BLNRA010315,2026-08-01,,blank
BLNRA010315,2026-09-01,,blank
BLNRA000415,2024-01-01,,blank
BLNRA000415,2024-02-01,,blank
BLNRA000415,2024-03-01,,blank
BLNRA000415,2024-04-01,,blank
BLNRA000415,2024-05-01,,blank
BLNRA000415,2024-06-01,,blank
BLNRA000415,2024-07-01,,blank
BLNRA000415,2024-08-01,38.0,observed
BLNRA000415,2024-09-01,38.0,observed
BLNRA000415,2024-10-01,38.0,observed
BLNRA000415,2024-11-01,38.0,observed
BLNRA000415,2024-12-01,38.0,observed
BLNRA000415,2025-01-01,38.0,observed
BLNRA000415,2025-02-01,,blank
BLNRA000415,2025-03-01,,blank
BLNRA000415,2025-04-01,,blank
BLNRA000415,2025-05-01,,blank
BLNRA000415,2025-06-01,,blank
BLNRA000415,2025-07-01,,blank
BLNRA000415,2025-08-01,,blank
BLNRA000415,2025-09-01,,blank
BLNRA000415,2025-10-01,,blank
BLNRA000415,2025-11-01,,blank
BLNRA000415,2025-12-01,,blank
BLNRA000415,2026-01-01,,blank
BLNRA000415,2026-02-01,,blank
BLNRA000415,2026-03-01,,blank
BLNRA000415,2026-04-01,,blank
BLNRA000415,2026-05-01,,blank
BLNRA000415,2026-06-01,,blank
BLNRA000415,2026-07-01,,blank
BLNRA000415,2026-08-01,,blank
BLNRA000415,2026-09-01,,blank
BLNRA010213,2024-01-01,,blank
BLNRA010213,2024-02-01,,blank
BLNRA010213,2024-03-01,,blank
BLNRA010213,2024-04-01,,blank
BLNRA010213,2024-05-01,,blank
BLNRA010213,2024-06-01,,blank
BLNRA010213,2024-07-01,,blank
BLNRA010213,2024-08-01,47.0,observed
BLNRA010213,2024-09-01,47.0,observed
BLNRA010213,2024-10-01,47.0,observed
BLNRA010213,2024-11-01,47.0,observed
BLNRA010213,2024-12-01,47.0,observed
BLNRA010213,2025-01-01,47.0,observed
BLNRA010213,2025-02-01,,blank
BLNRA010213,2025-03-01,,blank
BLNRA010213,2025-04-01,,blank
BLNRA010213,2025-05-01,,blank
BLNRA010213,2025-06-01,,blank
BLNRA010213,2025-07-01,,blank
BLNRA010213,2025-08-01,,blank
BLNRA010213,2025-09-01,,blank
BLNRA010213,2025-10-01,,blank
BLNRA010213,2025-11-01,,blank
BLNRA010213,2025-12-01,,blank
BLNRA010213,2026-01-01,,blank
BLNRA010213,2026-02-01,,blank
BLNRA010213,2026-03-01,,blank
BLNRA010213,2026-04-01,,blank
BLNRA010213,2026-05-01,,blank
BLNRA010213,2026-06-01,,blank
BLNRA010213,2026-07-01,,blank
BLNRA010213,2026-08-01,,blank
BLNRA010213,2026-09-01,,blank
BLNRA010215,2024-01-01,,blank
BLNRA010215,2024-02-01,,blank
BLNRA010215,2024-03-01,,blank
BLNRA010215,2024-04-01,,blank
BLNRA010215,2024-05-01,,blank
BLNRA010215,2024-06-01,,blank
BLNRA010215,2024-07-01,,blank
BLNRA010215,2024-08-01,24.0,observed
BLNRA010215,2024-09-01,24.0,observed
BLNRA010215,2024-10-01,24.0,observed
BLNRA010215,2024-11-01,24.0,observed
BLNRA010215,2024-12-01,24.0,observed
BLNRA010215,2025-01-01,24.0,observed
BLNRA010215,2025-02-01,,blank
BLNRA010215,2025-03-01,,blank
BLNRA010215,2025-04-01,,blank
BLNRA010215,2025-05-01,,blank
BLNRA010215,2025-06-01,,blank
BLNRA010215,2025-07-01,,blank
BLNRA010215,2025-08-01,,blank
BLNRA010215,2025-09-01,,blank
BLNRA010215,2025-10-01,,blank
BLNRA010215,2025-11-01,,blank
BLNRA010215,2025-12-01,,blank
BLNRA010215,2026-01-01,,blank
BLNRA010215,2026-02-01,,blank
BLNRA010215,2026-03-01,,blank
BLNRA010215,2026-04-01,,blank
BLNRA010215,2026-05-01,,blank
BLNRA010215,2026-06-01,,blank
BLNRA010215,2026-07-01,,blank
BLNRA010215,2026-08-01,,blank
BLNRA010215,2026-09-01,,blank
BLNIA045003,2024-01-01,,blank
BLNIA045003,2024-02-01,,blank
BLNIA045003,2024-03-01,,blank
BLNIA045003,2024-04-01,,blank
BLNIA045003,2024-05-01,,blank
BLNIA045003,2024-06-01,,blank
BLNIA045003,2024-07-01,,blank
BLNIA045003,2024-08-01,26.0,observed
BLNIA045003,2024-09-01,26.0,observed
BLNIA045003,2024-10-01,26.0,observed
BLNIA045003,2024-11-01,26.0,observed
BLNIA045003,2024-12-01,26.0,observed
BLNIA045003,2025-01-01,26.0,observed
BLNIA045003,2025-02-01,,blank
BLNIA045003,2025-03-01,,blank
BLNIA045003,2025-04-01,,blank
BLNIA045003,2025-05-01,,blank
BLNIA045003,2025-06-01,,blank
BLNIA045003,2025-07-01,,blank
BLNIA045003,2025-08-01,,blank
BLNIA045003,2025-09-01,,blank
BLNIA045003,2025-10-01,,blank
BLNIA045003,2025-11-01,,blank
BLNIA045003,2025-12-01,,blank
BLNIA045003,2026-01-01,,blank
BLNIA045003,2026-02-01,,blank
BLNIA045003,2026-03-01,,blank
BLNIA045003,2026-04-01,,blank
BLNIA045003,2026-05-01,,blank
BLNIA045003,2026-06-01,,blank
BLNIA045003,2026-07-01,,blank
BLNIA045003,2026-08-01,,blank
BLNIA045003,2026-09-01,,blank
BLNRA110115,2024-01-01,,blank
BLNRA110115,2024-02-01,,blank
BLNRA110115,2024-03-01,,blank
BLNRA110115,2024-04-01,,blank
BLNRA110115,2024-05-01,,blank
BLNRA110115,2024-06-01,,blank
BLNRA110115,2024-07-01,,blank
BLNRA110115,2024-08-01,1.0,observed
BLNRA110115,2024-09-01,1.0,observed
BLNRA110115,2024-10-01,1.0,observed
BLNRA110115,2024-11-01,1.0,observed
BLNRA110115,2024-12-01,1.0,observed
BLNRA110115,2025-01-01,1.0,observed
BLNRA110115,2025-02-01,,blank
BLNRA110115,2025-03-01,,blank
BLNRA110115,2025-04-01,,blank
BLNRA110115,2025-05-01,,blank
BLNRA110115,2025-06-01,,blank
BLNRA110115,2025-07-01,,blank
BLNRA110115,2025-08-01,,blank
BLNRA110115,2025-09-01,,blank
BLNRA110115,2025-10-01,,blank
BLNRA110115,2025-11-01,,blank
BLNRA110115,2025-12-01,,blank
BLNRA110115,2026-01-01,,blank
BLNRA110115,2026-02-01,,blank
BLNRA110115,2026-03-01,,blank
BLNRA110115,2026-04-01,,blank
BLNRA110115,2026-05-01,,blank
BLNRA110115,2026-06-01,,blank
BLNRA110115,2026-07-01,,blank
BLNRA110115,2026-08-01,,blank
BLNRA110115,2026-09-01,,blank
300200410_,2024-01-01,,blank
300200410_,2024-02-01,,blank
300200410_,2024-03-01,,blank
300200410_,2024-04-01,,blank
300200410_,2024-05-01,,blank
300200410_,2024-06-01,,blank
300200410_,2024-07-01,,blank
300200410_,2024-08-01,,blank
300200410_,2024-09-01,,blank
300200410_,2024-10-01,,blank
300200410_,2024-11-01,,blank
300200410_,2024-12-01,,blank
300200410_,2025-01-01,,blank
300200410_,2025-02-01,,blank
300200410_,2025-03-01,,blank
300200410_,2025-04-01,,blank
300200410_,2025-05-01,,blank
300200410_,2025-06-01,,blank
300200410_,2025-07-01,,blank
300200410_,2025-08-01,,blank
300200410_,2025-09-01,,blank
300200410_,2025-10-01,,blank
300200410_,2025-11-01,,blank
300200410_,2025-12-01,,blank
300200410_,2026-01-01,,blank
300200410_,2026-02-01,,blank
300200410_,2026-03-01,,blank
300200410_,2026-04-01,,blank
300200410_,2026-05-01,,blank
300200410_,2026-06-01,,blank
300200410_,2026-07-01,,blank
300200410_,2026-08-01,,blank
300200410_,2026-09-01,,blank
300200351_,2024-01-01,,blank
300200351_,2024-02-01,,blank
300200351_,2024-03-01,,blank
300200351_,2024-04-01,,blank
300200351_,2024-05-01,,blank
300200351_,2024-06-01,,blank
300200351_,2024-07-01,,blank
300200351_,2024-08-01,,blank
300200351_,2024-09-01,,blank
300200351_,2024-10-01,,blank
300200351_,2024-11-01,,blank
300200351_,2024-12-01,,blank
300200351_,2025-01-01,,blank
300200351_,2025-02-01,,blank
300200351_,2025-03-01,,blank
300200351_,2025-04-01,,blank
300200351_,2025-05-01,,blank
300200351_,2025-06-01,,blank
300200351_,2025-07-01,,blank
300200351_,2025-08-01,,blank
300200351_,2025-09-01,,blank
300200351_,2025-10-01,,blank
300200351_,2025-11-01,,blank
300200351_,2025-12-01,,blank
300200351_,2026-01-01,,blank
300200351_,2026-02-01,,blank
300200351_,2026-03-01,,blank
300200351_,2026-04-01,,blank
300200351_,2026-05-01,,blank
300200351_,2026-06-01,,blank
300200351_,2026-07-01,,blank
300200351_,2026-08-01,,blank
300200351_,2026-09-01,,blank
300200413_,2024-01-01,1.0,observed
300200413_,2024-02-01,,blank
300200413_,2024-03-01,,blank
300200413_,2024-04-01,22.0,observed
300200413_,2024-05-01,52.0,observed
300200413_,2024-06-01,36.0,observed
300200413_,2024-07-01,26.0,observed
300200413_,2024-08-01,55.0,observed
300200413_,2024-09-01,26.0,observed
300200413_,2024-10-01,4.0,observed
300200413_,2024-11-01,51.0,observed
300200413_,2024-12-01,58.0,observed
300200413_,2025-01-01,24.0,observed
300200413_,2025-02-01,56.0,observed
300200413_,2025-03-01,61.0,observed
300200413_,2025-04-01,49.0,observed
300200413_,2025-05-01,90.0,observed
300200413_,2025-06-01,91.0,observed
300200413_,2025-07-01,77.0,observed
300200413_,2025-08-01,86.0,observed
300200413_,2025-09-01,69.0,observed
300200413_,2025-10-01,63.0,observed
300200413_,2025-11-01,43.0,observed
300200413_,2025-12-01,55.0,observed
300200413_,2026-01-01,40.0,observed
300200413_,2026-02-01,31.0,observed
300200413_,2026-03-01,36.0,observed
300200413_,2026-04-01,51.0,observed
300200413_,2026-05-01,46.0,observed
300200413_,2026-06-01,33.0,observed
300200413_,2026-07-01,36.0,observed
300200413_,2026-08-01,28.0,observed
300200413_,2026-09-01,29.0,observed
300200412_,2024-01-01,,blank
300200412_,2024-02-01,,blank
300200412_,2024-03-01,,blank
300200412_,2024-04-01,,blank
300200412_,2024-05-01,,blank
300200412_,2024-06-01,,blank
300200412_,2024-07-01,,blank
300200412_,2024-08-01,,blank
300200412_,2024-09-01,,blank
300200412_,2024-10-01,,blank
300200412_,2024-11-01,,blank
300200412_,2024-12-01,,blank
300200412_,2025-01-01,,blank
300200412_,2025-02-01,,blank
300200412_,2025-03-01,,blank
300200412_,2025-04-01,,blank
300200412_,2025-05-01,,blank
300200412_,2025-06-01,,blank
300200412_,2025-07-01,,blank
300200412_,2025-08-01,,blank
300200412_,2025-09-01,,blank
300200412_,2025-10-01,,blank
300200412_,2025-11-01,,blank
300200412_,2025-12-01,,blank
300200412_,2026-01-01,,blank
300200412_,2026-02-01,,blank
300200412_,2026-03-01,,blank
300200412_,2026-04-01,,blank
300200412_,2026-05-01,,blank
300200412_,2026-06-01,,blank
300200412_,2026-07-01,,blank
300200412_,2026-08-01,,blank
300200412_,2026-09-01,,blank
010400436_,2024-01-01,34.0,observed
010400436_,2024-02-01,8.0,observed
010400436_,2024-03-01,5.0,observed
010400436_,2024-04-01,134.0,observed
010400436_,2024-05-01,458.0,observed
010400436_,2024-06-01,400.0,observed
010400436_,2024-07-01,319.0,observed
010400436_,2024-08-01,406.0,observed
010400436_,2024-09-01,306.0,observed
010400436_,2024-10-01,237.0,observed
010400436_,2024-11-01,205.0,observed
010400436_,2024-12-01,213.0,observed
010400436_,2025-01-01,296.0,observed
010400436_,2025-02-01,278.0,observed
010400436_,2025-03-01,298.0,observed
010400436_,2025-04-01,585.0,observed
010400436_,2025-05-01,538.0,observed
010400436_,2025-06-01,510.0,observed
010400436_,2025-07-01,432.0,observed
010400436_,2025-08-01,348.0,observed
010400436_,2025-09-01,315.0,observed
010400436_,2025-10-01,266.0,observed
010400436_,2025-11-01,205.0,observed
010400436_,2025-12-01,230.0,observed
010400436_,2026-01-01,217.0,observed
010400436_,2026-02-01,196.0,observed
010400436_,2026-03-01,190.0,observed
010400436_,2026-04-01,181.0,observed
010400436_,2026-05-01,151.0,observed
010400436_,2026-06-01,129.0,observed
010400436_,2026-07-01,109.0,observed
010400436_,2026-08-01,84.0,observed
010400436_,2026-09-01,67.0,observed
010400432_,2024-01-01,9.0,observed
010400432_,2024-02-01,9.0,observed
010400432_,2024-03-01,52.0,observed
010400432_,2024-04-01,95.0,observed
010400432_,2024-05-01,208.0,observed
010400432_,2024-06-01,204.0,observed
010400432_,2024-07-01,176.0,observed
010400432_,2024-08-01,129.0,observed
010400432_,2024-09-01,35.0,observed
010400432_,2024-10-01,114.0,observed
010400432_,2024-11-01,85.0,observed
010400432_,2024-12-01,115.0,observed
010400432_,2025-01-01,114.0,observed
010400432_,2025-02-01,108.0,observed
010400432_,2025-03-01,129.0,observed
010400432_,2025-04-01,197.0,observed
010400432_,2025-05-01,184.0,observed
010400432_,2025-06-01,176.0,observed
010400432_,2025-07-01,169.0,observed
010400432_,2025-08-01,164.0,observed
010400432_,2025-09-01,146.0,observed
010400432_,2025-10-01,145.0,observed
010400432_,2025-11-01,133.0,observed
010400432_,2025-12-01,128.0,observed
010400432_,2026-01-01,126.0,observed
010400432_,2026-02-01,118.0,observed
010400432_,2026-03-01,117.0,observed
010400432_,2026-04-01,111.0,observed
010400432_,2026-05-01,105.0,observed
010400432_,2026-06-01,101.0,observed
010400432_,2026-07-01,93.0,observed
010400432_,2026-08-01,87.0,observed
010400432_,2026-09-01,84.0,observed
010400440_,2024-01-01,18.0,observed
010400440_,2024-02-01,9.0,observed
010400440_,2024-03-01,6.0,observed
010400440_,2024-04-01,81.0,observed
010400440_,2024-05-01,281.0,observed
010400440_,2024-06-01,219.0,observed
010400440_,2024-07-01,188.0,observed
010400440_,2024-08-01,305.0,observed
010400440_,2024-09-01,236.0,observed
010400440_,2024-10-01,206.0,observed
010400440_,2024-11-01,138.0,observed
010400440_,2024-12-01,143.0,observed
010400440_,2025-01-01,173.0,observed
010400440_,2025-02-01,166.0,observed
010400440_,2025-03-01,170.0,observed
010400440_,2025-04-01,130.0,observed
010400440_,2025-05-01,254.0,observed
010400440_,2025-06-01,213.0,observed
010400440_,2025-07-01,173.0,observed
010400440_,2025-08-01,151.0,observed
010400440_,2025-09-01,128.0,observed
010400440_,2025-10-01,150.0,observed
010400440_,2025-11-01,133.0,observed
010400440_,2025-12-01,146.0,observed
010400440_,2026-01-01,124.0,observed
010400440_,2026-02-01,104.0,observed
010400440_,2026-03-01,86.0,observed
010400440_,2026-04-01,100.0,observed
010400440_,2026-05-01,82.0,observed
010400440_,2026-06-01,65.0,observed
010400440_,2026-07-01,42.0,observed
010400440_,2026-08-01,45.0,observed
010400440_,2026-09-01,46.0,observed
010400444_,2024-01-01,86.0,observed
010400444_,2024-02-01,13.0,observed
010400444_,2024-03-01,11.0,observed
010400444_,2024-04-01,142.0,observed
010400444_,2024-05-01,624.0,observed
010400444_,2024-06-01,509.0,observed
010400444_,2024-07-01,376.0,observed
010400444_,2024-08-01,559.0,observed
010400444_,2024-09-01,406.0,observed
010400444_,2024-10-01,382.0,observed
010400444_,2024-11-01,311.0,observed
010400444_,2024-12-01,388.0,observed
010400444_,2025-01-01,419.0,observed
010400444_,2025-02-01,404.0,observed
010400444_,2025-03-01,454.0,observed
010400444_,2025-04-01,353.0,observed
010400444_,2025-05-01,749.0,observed
010400444_,2025-06-01,647.0,observed
010400444_,2025-07-01,543.0,observed
010400444_,2025-08-01,429.0,observed
010400444_,2025-09-01,354.0,observed
010400444_,2025-10-01,420.0,observed
010400444_,2025-11-01,392.0,observed
010400444_,2025-12-01,418.0,observed
010400444_,2026-01-01,378.0,observed
010400444_,2026-02-01,340.0,observed
010400444_,2026-03-01,280.0,observed
010400444_,2026-04-01,272.0,observed
010400444_,2026-05-01,222.0,observed
010400444_,2026-06-01,167.0,observed
010400444_,2026-07-01,114.0,observed
010400444_,2026-08-01,132.0,observed
010400444_,2026-09-01,90.0,observed
010400447_,2024-01-01,49.0,observed
010400447_,2024-02-01,3.0,observed
010400447_,2024-03-01,112.0,observed
010400447_,2024-04-01,160.0,observed
010400447_,2024-05-01,501.0,observed
010400447_,2024-06-01,427.0,observed
010400447_,2024-07-01,324.0,observed
010400447_,2024-08-01,450.0,observed
010400447_,2024-09-01,312.0,observed
010400447_,2024-10-01,334.0,observed
010400447_,2024-11-01,265.0,observed
010400447_,2024-12-01,342.0,observed
010400447_,2025-01-01,348.0,observed
010400447_,2025-02-01,371.0,observed
010400447_,2025-03-01,356.0,observed
010400447_,2025-04-01,699.0,observed
010400447_,2025-05-01,603.0,observed
010400447_,2025-06-01,530.0,observed
010400447_,2025-07-01,482.0,observed
010400447_,2025-08-01,392.0,observed
010400447_,2025-09-01,311.0,observed
010400447_,2025-10-01,346.0,observed
010400447_,2025-11-01,296.0,observed
010400447_,2025-12-01,282.0,observed
010400447_,2026-01-01,248.0,observed
010400447_,2026-02-01,220.0,observed
010400447_,2026-03-01,183.0,observed
010400447_,2026-04-01,150.0,observed
010400447_,2026-05-01,127.0,observed
010400447_,2026-06-01,79.0,observed
010400447_,2026-07-01,39.0,observed
010400447_,2026-08-01,10.0,observed
010400447_,2026-09-01,76.0,observed
010400433_,2024-01-01,5.0,observed
010400433_,2024-02-01,1.0,observed
010400433_,2024-03-01,59.0,observed
010400433_,2024-04-01,96.0,observed
010400433_,2024-05-01,188.0,observed
010400433_,2024-06-01,146.0,observed
010400433_,2024-07-01,130.0,observed
010400433_,2024-08-01,182.0,observed
010400433_,2024-09-01,131.0,observed
010400433_,2024-10-01,65.0,observed
010400433_,2024-11-01,33.0,observed
010400433_,2024-12-01,105.0,observed
010400433_,2025-01-01,202.0,observed
010400433_,2025-02-01,172.0,observed
010400433_,2025-03-01,161.0,observed
010400433_,2025-04-01,320.0,observed
010400433_,2025-05-01,308.0,observed
010400433_,2025-06-01,303.0,observed
010400433_,2025-07-01,292.0,observed
010400433_,2025-08-01,274.0,observed
010400433_,2025-09-01,206.0,observed
010400433_,2025-10-01,212.0,observed
010400433_,2025-11-01,203.0,observed
010400433_,2025-12-01,197.0,observed
010400433_,2026-01-01,185.0,observed
010400433_,2026-02-01,182.0,observed
010400433_,2026-03-01,180.0,observed
010400433_,2026-04-01,176.0,observed
010400433_,2026-05-01,166.0,observed
010400433_,2026-06-01,157.0,observed
010400433_,2026-07-01,149.0,observed
010400433_,2026-08-01,138.0,observed
010400433_,2026-09-01,65.0,observed
010400437_,2024-01-01,3.0,observed
010400437_,2024-02-01,1.0,observed
010400437_,2024-03-01,1.0,observed
010400437_,2024-04-01,102.0,observed
010400437_,2024-05-01,255.0,observed
010400437_,2024-06-01,199.0,observed
010400437_,2024-07-01,159.0,observed
010400437_,2024-08-01,300.0,observed
010400437_,2024-09-01,208.0,observed
010400437_,2024-10-01,127.0,observed
010400437_,2024-11-01,109.0,observed
010400437_,2024-12-01,152.0,observed
010400437_,2025-01-01,220.0,observed
010400437_,2025-02-01,201.0,observed
010400437_,2025-03-01,214.0,observed
010400437_,2025-04-01,434.0,observed
010400437_,2025-05-01,413.0,observed
010400437_,2025-06-01,362.0,observed
010400437_,2025-07-01,327.0,observed
010400437_,2025-08-01,267.0,observed
010400437_,2025-09-01,219.0,observed
010400437_,2025-10-01,166.0,observed
010400437_,2025-11-01,152.0,observed
010400437_,2025-12-01,154.0,observed
010400437_,2026-01-01,147.0,observed
010400437_,2026-02-01,123.0,observed
010400437_,2026-03-01,110.0,observed
010400437_,2026-04-01,120.0,observed
010400437_,2026-05-01,125.0,observed
010400437_,2026-06-01,112.0,observed
010400437_,2026-07-01,78.0,observed
010400437_,2026-08-01,81.0,observed
010400437_,2026-09-01,63.0,observed
010400441_,2024-01-01,1.0,observed
