sku,shipment,source_as_of,eta,qty_raw,transit_unit,qty_stock_units,eta_bucket,usable,reasons
130900008_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
130900019_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
130900020_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
130900031_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
150101140_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
150101182_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,18.0,,,in_horizon,False,unit_conversion_unknown
150101202_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
151000369_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
151000691_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
151000698_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,500.0,,,in_horizon,False,unit_conversion_unknown
200400026_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,720.0,,,in_horizon,False,unit_conversion_unknown
200400027_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,250.0,,,in_horizon,False,unit_conversion_unknown
200400028_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,100.0,,,in_horizon,False,unit_conversion_unknown
200400030_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
240100005_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,200.0,,,in_horizon,False,unit_conversion_unknown
240100006_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,100.0,,,in_horizon,False,unit_conversion_unknown
240100053_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,507.0,,,in_horizon,False,unit_conversion_unknown
240100053_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,293.0,,,in_horizon,False,unit_conversion_unknown
240100054_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,600.0,,,in_horizon,False,unit_conversion_unknown
240100094_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,300.0,,,in_horizon,False,unit_conversion_unknown
240100095_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
240100110_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,60.0,,,in_horizon,False,unit_conversion_unknown
240100112_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,400.0,,,in_horizon,False,unit_conversion_unknown
240100208_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,150.0,,,in_horizon,False,unit_conversion_unknown
240300014_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,3.0,,,in_horizon,False,unit_conversion_unknown
240300015_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
240300018_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
240300027_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
240300033_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
240300034_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,5.0,,,in_horizon,False,unit_conversion_unknown
240300035_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
240300051_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,4.0,,,in_horizon,False,unit_conversion_unknown
240300052_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,4.0,,,in_horizon,False,unit_conversion_unknown
240300054_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,3.0,,,in_horizon,False,unit_conversion_unknown
240300055_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,5.0,,,in_horizon,False,unit_conversion_unknown
240300056_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,1.0,,,in_horizon,False,unit_conversion_unknown
240300057_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,1.0,,,in_horizon,False,unit_conversion_unknown
240300059_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
250200006_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
250200010_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
250200012_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3.0,,,in_horizon,False,unit_conversion_unknown
250200017_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
250200018_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,7.0,,,in_horizon,False,unit_conversion_unknown
250200019_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
250200027_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
250200031_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
250200044_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
250200047_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3.0,,,in_horizon,False,unit_conversion_unknown
250200052_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,6.0,,,in_horizon,False,unit_conversion_unknown
250600003_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
250600008_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
250600009_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
250600131_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,6.0,,,in_horizon,False,unit_conversion_unknown
250600187_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
251400028_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,12.0,,,in_horizon,False,unit_conversion_unknown
251400029_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
251400030_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
251400036_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,14.0,,,in_horizon,False,unit_conversion_unknown
251400042_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,10.0,,,in_horizon,False,unit_conversion_unknown
251400083_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
251400084_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
251400102_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
251400108_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
251400116_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
251400127_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,2.0,,,in_horizon,False,unit_conversion_unknown
251400144_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
251400145_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3.0,,,in_horizon,False,unit_conversion_unknown
251400148_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,6.0,,,in_horizon,False,unit_conversion_unknown
260100140_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1950.0,,,in_horizon,False,unit_conversion_unknown
260100153_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1600.0,,,in_horizon,False,unit_conversion_unknown
260100154_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,600.0,,,in_horizon,False,unit_conversion_unknown
260100155_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,900.0,,,in_horizon,False,unit_conversion_unknown
260100157_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1200.0,,,in_horizon,False,unit_conversion_unknown
260100158_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,1100.0,,,in_horizon,False,unit_conversion_unknown
260100158_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4000.0,,,in_horizon,False,unit_conversion_unknown
260100165_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,6600.0,,,in_horizon,False,unit_conversion_unknown
260100167_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3600.0,,,in_horizon,False,unit_conversion_unknown
260100168_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,3000.0,,,in_horizon,False,unit_conversion_unknown
260100172_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,660.0,,,in_horizon,False,unit_conversion_unknown
260100172_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,140.0,,,in_horizon,False,unit_conversion_unknown
270300001_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
270300101_,ут-8231 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,10.0,,,in_horizon,False,unit_conversion_unknown
270300224_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,10.0,,,in_horizon,False,unit_conversion_unknown
270300273_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,1.0,,,in_horizon,False,unit_conversion_unknown
270300287_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,25.0,,,in_horizon,False,unit_conversion_unknown
280100001_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,32.0,,,in_horizon,False,unit_conversion_unknown
280100002_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,360.0,,,in_horizon,False,unit_conversion_unknown
280100007_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,500.0,,,in_horizon,False,unit_conversion_unknown
280100011_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,72.0,,,in_horizon,False,unit_conversion_unknown
280100012_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,540.0,,,in_horizon,False,unit_conversion_unknown
280100013_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,12.0,,,in_horizon,False,unit_conversion_unknown
280100020_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,180.0,,,in_horizon,False,unit_conversion_unknown
280100103_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,546.0,,,in_horizon,False,unit_conversion_unknown
280100123_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,72.0,,,in_horizon,False,unit_conversion_unknown
280200037_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-09-22,2026-10-10,20.0,,,in_horizon,False,unit_conversion_unknown
280200037_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,10.0,,,in_horizon,False,unit_conversion_unknown
280200042_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
280200049_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,15.0,,,in_horizon,False,unit_conversion_unknown
280200054_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,20.0,,,in_horizon,False,unit_conversion_unknown
280200057_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,15.0,,,in_horizon,False,unit_conversion_unknown
280200059_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,52.0,,,in_horizon,False,unit_conversion_unknown
280200065_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,30.0,,,in_horizon,False,unit_conversion_unknown
280200083_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,25.0,,,in_horizon,False,unit_conversion_unknown
280200084_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,15.0,,,in_horizon,False,unit_conversion_unknown
280200085_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
280200087_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,5.0,,,in_horizon,False,unit_conversion_unknown
280200108_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
280200109_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,16.0,,,in_horizon,False,unit_conversion_unknown
280200252_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,3000.0,,,in_horizon,False,unit_conversion_unknown
280300013_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,252.0,,,in_horizon,False,unit_conversion_unknown
280300030_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,180.0,,,in_horizon,False,unit_conversion_unknown
280300084_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,180.0,,,in_horizon,False,unit_conversion_unknown
280300103_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,216.0,,,in_horizon,False,unit_conversion_unknown
280300645_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,100.0,,,in_horizon,False,unit_conversion_unknown
280300696_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,30.0,,,in_horizon,False,unit_conversion_unknown
280300950_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,64.0,,,in_horizon,False,unit_conversion_unknown
290100004_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
290100033_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,4.0,,,in_horizon,False,unit_conversion_unknown
290100138_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
290100143_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,20.0,,,in_horizon,False,unit_conversion_unknown
290200006_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-22,2026-09-30,2.0,,,in_horizon,False,unit_conversion_unknown
MKK11-20-22,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,10.0,,,in_horizon,False,unit_conversion_unknown
MKK11-40-11,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-09-22,2026-10-15,10.0,,,in_horizon,False,unit_conversion_unknown
MKK11-63-20,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,20.0,,,in_horizon,False,unit_conversion_unknown
ст-9948468,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,24.0,,,in_horizon,False,unit_conversion_unknown
ярп40257,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-09-22,2026-10-01,100.0,,,in_horizon,False,unit_conversion_unknown
