sku,supplier_sku,min_order_qty,moq_known
280100124_,CKK-40D-P-100-040-K01,12.0,True
280100126_,CKK-40D-RSU4-060-K01,10.0,True
280100127_,CKK-40D-RSU4-075-K01,10.0,True
280100139_,CKK-40D-RSU6-060-K01,10.0,True
280100140_,CKK-40D-RSU6-075-K01,10.0,True
280100128_,CKK-40D-RU2-K01,10.0,True
280100129_,CKK-40D-RI1-K01,10.0,True
280100130_,CKK-40D-RI2-K01,10.0,True
280100131_,CKK-40D-RSZB2-K01-K,10.0,True
280100132_,CKK-40D-RSZK2-K04-K,10.0,True
280100133_,CKK-40D-RT1-K01,10.0,True
280100138_,CKK-40D-SL60-K01,20.0,True
280100137_,CKK-40D-SL75-K01,20.0,True
280100134_,CKK-40D-SB40-K01,40.0,True
280100136_,CKK-40D-T-080-040-K01,12.0,True
280100135_,CKK-40D-T-100-040-K01,12.0,True
280100123_,CKK40-080-040-1-K01,24.0,True
280100122_,CKK40-100-040-1-K01,16.0,True
130300791_,CTG12-040-K04-050-R,50.0,True
130300792_,CTG12-050-K04-050-R,50.0,True
130300779_,CTG12-063-K04-050-R,50.0,True
130300771_,CTG12-075-K04-050-R,50.0,True
130300772_,CTG12-090-K04-050-R,50.0,True
130300780_,CTG12-110-K04-050-R,50.0,True
130301232_,CTG12-160-K04-035-R,35.0,True
311101233_,USWBK-D20-20,1.0,True
311101234_,USWBK-D25-20,1.0,True
280300128_,CLP10-100-100-3,12.0,True
280300034_,CLP10-100-200-3,6.0,True
280300035_,CLP10-100-300-3,6.0,True
280300036_,CLP10-100-400-3,6.0,True
280300086_,CLP10-050-050-3,18.0,True
280300012_,CLP10-050-100-3,12.0,True
280300103_,CLP10-050-150-3,18.0,True
280300013_,CLP10-050-200-3,18.0,True
280300030_,CLP10-050-300-3,12.0,True
280300031_,CLP10-050-400-3,12.0,True
280300028_,CLP10-050-500-3,6.0,True
280300083_,CLWG10-060-060-3,18.0,True
280300084_,CLWG10-060-100-3,18.0,True
280300085_,CLWG10-060-200-3,6.0,True
280300088_,CLWG10-060-300-3,6.0,True
280300279_,CLN10-050-100-3,12.0,True
280300280_,CLN10-050-050-3,18.0,True
280300011_,CLP1K-050-1,6.0,True
280300005_,CLP1K-100-1,6.0,True
280300289_,CLP1K-150-1,6.0,True
280300007_,CLP1K-200-1,6.0,True
280300037_,CLP1K-300-1,6.0,True
280300009_,CLP1K-400-3,6.0,True
280300038_,CLP1K-500-3,6.0,True
280300092_,CLW10-VH-200,20.0,True
010800070_,CLW10-DR,50.0,True
280300024_,CLP1Q-050,32.0,True
280300003_,CLP1CW-100-1,4.0,True
280300004_,CLP1CW-200-1,4.0,True
280300082_,CLP1CW-300-1,4.0,True
280300122_,CLP1CW-400-1,4.0,True
280300017_,CLP1S-050,,False
280300048_,CLP1S-100,,False
280300104_,CLW10-CR,200.0,True
280300250_,CLP1F-080-2,2.0,True
280300071_,CLP2P-050-050,1.0,True
280300072_,CLP2P-050-100,1.0,True
280300073_,CLP2P-050-200,1.0,True
280300020_,CLP1N-050-100,1.0,True
280300040_,CLP1N-050-200,1.0,True
280300056_,CLP1V-050-100,1.0,True
280300057_,CLP1V-050-200,1.0,True
280300021_,CLP1T-050-100,1.0,True
280300022_,CLP1T-050-200,1.0,True
280300054_,CLP1T-100-400,1.0,True
280300269_,CLP1C-020-030,2.0,True
280300734_,CMZ13-SBT-08-030,50.0,True
280300735_,CMZ13-SBT-08-040,50.0,True
280300736_,CMZ13-SBT-08-050,50.0,True
280300733_,CMZ13-SBT-10-050,50.0,True
280300738_,CMZ13-SGH-08,25.0,True
280300737_,CMZ13-SGH-10,25.0,True
280300742_,CLP1S-41-21-04-15,2.0,True
280300743_,CLP1S-41-21-05-15,2.0,True
280300741_,CLP1S-41-21-20-15,2.0,True
280300739_,CLP1S-41-21-20-20,2.0,True
280300740_,CLP1S-41-21-20-25,2.0,True
280300744_,CLM50D-CSO-41-21-02,2.0,True
280300745_,CLM50D-CSO-41-21-03,2.0,True
280300673_,CLM50D-PSS-185-40,20.0,True
280300746_,CLM50D-PTS-136-40,20.0,True
280300747_,CLM50D-UUS-107-40,4.0,True
280300748_,CLM50D-UOS-058-40,20.0,True
280100103_,CKK30-070-016-3-K03,42.0,True
130301079_,UIZ-20-10-K52,10.0,True
130200134_,YND10-2-07-100,10.0,True
130200133_,YND10-2-15-125,10.0,True
130200136_,YND10-4-07-100,10.0,True
130200135_,YND10-4-11-125,10.0,True
130200074_,YNN10-08-100,10.0,True
130200075_,YNN11-08-100,10.0,True
130200006_,YNN10-14-100,10.0,True
130200007_,YNN11-14-100,10.0,True
130200125_,YNN10-69-12P-K07,10.0,True
130200126_,YNN10-69-14P-K07,10.0,True
130200127_,YNN10-69-12KD-K06,10.0,True
130200089_,YNN10-69-12D-K07,20.0,True
130200008_,YNN20-14-100,10.0,True
130200063_,YNN21-14-100,10.0,True
130200120_,YNN10-812-6DP-K07,20.0,True
130200121_,YNN10-812-8DP-K07,20.0,True
130200122_,YNN10-812-10DP-K07,20.0,True
130200123_,YNN10-812-12DP-K07,20.0,True
130200124_,YNN10-812-14DP-K07,20.0,True
130200409_,YNN10-812-8DP-K05,20.0,True
130200012_,YNS21-1-063,40.0,True
130200015_,YNS21-3-063,10.0,True
130200154_,YNS21-3-063-22-12,10.0,True
130200013_,YNS21-3-100,5.0,True
130301680_,YZN42-03-300-K02,,False
130301681_,YZN43-10-001-K02,1.0,True
130301682_,YZN43-10-002-K02,1.0,True
130301683_,YZN43-10-010-K02,1.0,True
130301674_,YZN41-04-010-K02,10.0,True
130301673_,YZN41-04-001-K02,100.0,True
130301675_,YZN41-06-001-K02,100.0,True
130301676_,YZN41-06-002-K02,50.0,True
130301678_,YZN41-12-002-K02,25.0,True
130301677_,YZN41-06-004-K02,25.0,True
130301679_,YZN41-12-004-K02,20.0,True
130301739_,YCT15-00-K03-006-SP,25.0,True
130301725_,YCT10-00-K03-070-AUX,10.0,True
130301712_,YCT20-00-K03-004-ZGL,50.0,True
130301713_,YCT22-00-3-K03-001-ZGL,50.0,True
130301715_,YCT22-00-3-K03-002-ZGL,50.0,True
130301717_,YCT22-00-3-K03-004-ZGL,50.0,True
130301714_,YCT22-00-4-K03-001-ZGL,50.0,True
130301716_,YCT22-00-4-K03-002-ZGL,50.0,True
130301718_,YCT22-00-4-K03-004-ZGL,50.0,True
130301719_,YCT23-00-2-K03-001-ZGL,50.0,True
130301720_,YCT23-00-2-K03-002-ZGL,50.0,True
130301721_,YCT23-00-2-K03-004-ZGL,50.0,True
130301644_,YCT10-00-K03-002-ZGL,50.0,True
130301645_,YCT10-00-K07-002-ZGL,50.0,True
130301646_,YCT10-00-K03-006-ZGL,50.0,True
130301706_,YCT10-00-K07-006-ZGL,50.0,True
130301711_,YCT15-04-K03-004-ZGL,50.0,True
130301709_,YCT12-00-3-K03-004-ZGL,50.0,True
130301710_,YCT12-00-4-K03-004-ZGL,50.0,True
130301708_,YCT13-00-2-K03-004-ZGL,50.0,True
130301707_,YCT13-00-3-K03-002-ZGL,50.0,True
130301660_,YZN11D-3-ZGL-002-K07,100.0,True
130301665_,YZN12-095-K07,8.0,True
130301671_,YZN22-150-K52,5.0,True
130301666_,YZN12-150-K07,5.0,True
130301672_,YZN22-240-K52,,False
130301667_,YZN12-240-K03,2.0,True
130301668_,YZN12-240-K07,2.0,True
130301669_,YZN14-050-K03,8.0,True
130301670_,YZN22-050-K52,10.0,True
030300499_,YZN12-050-K03,10.0,True
YZN30-002-K03,YZN30-002-K03,50.0,True
130301651_,YZN11-001-K05,60.0,True
130301650_,YZN11-001-K04,60.0,True
130301652_,YZN11-001-K07,60.0,True
130301654_,YZN11-002-K04,50.0,True
130301656_,YZN11-002-K09,50.0,True
130301653_,YZN11-002-K03,50.0,True
130301655_,YZN11-002-K07,50.0,True
130301657_,YZN11-006-K03,24.0,True
130301658_,YZN11-006-K07,24.0,True
130301659_,YZN11-3-002-K07,45.0,True
130301634_,YCT20-00-K03-001,100.0,True
130301689_,YCT20-00-K03-010,100.0,True
130301635_,YCT20-00-K03-002,100.0,True
130301636_,YCT20-00-K03-004,100.0,True
130301704_,YCT25-04-K03-002,100.0,True
130301705_,YCT25-04-K03-004,50.0,True
130301637_,YCT22-00-3-K03-001,100.0,True
130301693_,YCT22-00-3-K03-010,50.0,True
130301638_,YCT22-00-3-K03-002,100.0,True
130301691_,YCT22-00-3-K03-004,50.0,True
130301690_,YCT22-00-4-K03-001,100.0,True
130301639_,YCT22-00-4-K03-002,100.0,True
130301692_,YCT22-00-4-K03-004,50.0,True
130301698_,YCT22-03-3-K52-001,100.0,True
130301643_,YCT22-03-3-K52-010,50.0,True
130301642_,YCT22-03-3-K52-002,100.0,True
130301701_,YCT22-03-3-K52-004,50.0,True
130301699_,YCT22-03-4-K52-001,100.0,True
130301700_,YCT22-03-4-K52-002,100.0,True
130301702_,YCT22-03-4-K52-004,50.0,True
130301695_,YCT23-00-2-K03-001,50.0,True
130301640_,YCT23-00-2-K03-002,50.0,True
130301696_,YCT23-00-2-K03-004,50.0,True
130301703_,YCT23-04-2-K03-002,50.0,True
130301694_,YCT23-03-2-K03-001,50.0,True
130301641_,YCT21-00-K52-002,100.0,True
130301697_,YCT21-00-K52-004,100.0,True
130301608_,YCT10-00-K03-002,100.0,True
130301609_,YCT10-00-K07-002,100.0,True
130301610_,YCT10-00-K03-004,100.0,True
130301611_,YCT10-00-K07-004,100.0,True
130301612_,YCT10-00-K03-006,100.0,True
130301613_,YCT10-00-K07-006,100.0,True
130301614_,YCT10-00-K03-010,100.0,True
130301615_,YCT10-00-K07-010,100.0,True
130301616_,YCT10-00-K03-016,50.0,True
130301617_,YCT10-00-K07-016,50.0,True
130301618_,YCT10-00-K03-025,50.0,True
130301620_,YCT10-00-K03-035,50.0,True
130301622_,YCT10-00-K07-035,50.0,True
130301623_,YCT10-00-K03-070,20.0,True
130301625_,YCT10-00-K07-070,20.0,True
130301685_,YCT10-00-K07-120,10.0,True
130301619_,YCT10-00-K07-025,50.0,True
130301621_,YCT10-01-K03-035,50.0,True
130301624_,YCT10-01-K03-070,20.0,True
130301633_,YCT14-00-K03-004,100.0,True
130301688_,YCT12-00-4-K03-004,50.0,True
130301686_,YCT12-03-4-K52-004,50.0,True
130301631_,YCT13-00-2-K03-004,100.0,True
130301632_,YCT13-00-3-K03-002,50.0,True
130301628_,YCT11-00-K52-010,50.0,True
130301629_,YCT11-00-K52-016,50.0,True
130301626_,YCT11-00-K52-004,50.0,True
130301627_,YCT11-00-K52-006,50.0,True
130301630_,YCT11-02-K52-035,20.0,True
130301687_,YCT11-02-K52-070,20.0,True
130301728_,YCT10-00-K03-035-A-4P,20.0,True
130301727_,YCT10-00-K03-004-A-10P,10.0,True
130301726_,YCT10-00-K03-004-A-4P,100.0,True
130301729_,YCT10-00-K03-070-A-2P,10.0,True
130301730_,YCT10-00-K03-070-A-3P,10.0,True
130301734_,YCT20-00-K03-001-EC-3P,50.0,True
130301735_,YCT20-00-K03-001-EC-4P,50.0,True
130301736_,YCT20-00-K03-002-EC-3P,50.0,True
130301738_,YCT20-00-K03-004-EC-10P,10.0,True
130301737_,YCT20-00-K03-004-EC-2P,100.0,True
130301731_,YCT10-00-K03-016-EC-10P,20.0,True
130301733_,YCT14-00-K03-004-EC-10P,20.0,True
130301732_,YCT14-00-K03-004-EC-3P,50.0,True
130301661_,YZN11FBS-002-10P,10.0,True
130301662_,YZN11FBS-002-2P,25.0,True
130301663_,YZN11FBS-002-3P,25.0,True
130301664_,YZN11FBS-006-10P,10.0,True
130301648_,YCT10-00-K03-002-SP,100.0,True
130301722_,YCT10-00-K03-006-SP,100.0,True
130301647_,YCT10-00-K03-002-PP,50.0,True
130301723_,YCT10-00-K03-035-PP,50.0,True
130301649_,YCT10-00-K03-006-PP,50.0,True
130301724_,YCT13-00-2-K03-004-SP,100.0,True
130200036_,YDN10-0125,20.0,True
130200016_,YXD10,150.0,True
130200032_,MRD10-16,5.0,True
151000698_,DM11X25,100.0,True
240300035_,UMK00-0,1.0,True
240300027_,UMK00-1,1.0,True
240300033_,UMK00-2,1.0,True
240300050_,UMK00-3,1.0,True
240300051_,UMK00-4,1.0,True
240300034_,UMK00-5,1.0,True
240300052_,UMK00-6,1.0,True
240300053_,UMK00-7,1.0,True
240300054_,UMK00-8,1.0,True
240300055_,UMK00-9,1.0,True
240300057_,UMK00-A,1.0,True
240300058_,UMK00-B,1.0,True
240300059_,UMK00-C,1.0,True
240300056_,UMK00-N,1.0,True
240300013_,UMK10-0,1.0,True
240300014_,UMK10-1,1.0,True
240300015_,UMK10-2,1.0,True
240300016_,UMK10-3,1.0,True
240300017_,UMK10-4,1.0,True
240300018_,UMK10-5,1.0,True
240300019_,UMK10-6,1.0,True
240300020_,UMK10-7,1.0,True
260100138_,UNP40-006-04-04,600.0,True
260100153_,UNP40-010-06-06,400.0,True
260100165_,UNP40-016-06-08,200.0,True
260100167_,UNP40-025-07-08,200.0,True
260100158_,UNP40-035-08-08,100.0,True
260100168_,UNP40-050-10-10,100.0,True
260100169_,UNP40-070-11-12,50.0,True
260100140_,UNP40-095-13-12,50.0,True
260100157_,UNP40-120-15-14,30.0,True
260100155_,UNP40-150-17-14,25.0,True
260100172_,UNP40-185-18-16,20.0,True
260100154_,UNP40-240-20-16,20.0,True
130300518_,UZA-23-D16,10.0,True
130300519_,UZA-23-D25,10.0,True
130300520_,UZA-23-D35,10.0,True
130300521_,UZA-23-D50,10.0,True
130300524_,UZA-14-D10-D35,1.0,True
130300532_,UZA-14-D16-D50-14400,1.0,True
130300533_,UZA-14-D70-D95-27400,1.0,True
130300534_,UZP-11-S06-S095,21.0,True
130300537_,UZA-15-D25-D120-90-12,40.0,True
130300538_,UZA-15-D25-D120-30-60-18,40.0,True
130300608_,UZA-11-D01-D10,35.0,True
130301101_,UZA-11-D02-D35-ECLN,35.0,True
130301100_,UZA-11-D25-D95-ECLN,18.0,True
130300526_,UZA-11-D35-D150-1,70.0,True
130300527_,UZA-11-D06-D150,144.0,True
130301128_,UKA-12-1500-1500-ECLN,10.0,True
130300535_,UKK-12-3-1800,5.0,True
130300536_,UKK-12-3-2800,5.0,True
130300883_,UZA-LB-ECO,1.0,True
130301598_,ZPS10-11-040-042,1.0,True
130300471_,UZA-50-100,4.0,True
130300449_,UZA-51-100,1.0,True
130300528_,UKA-32-12-471,50.0,True
130300529_,UKA-32-15-576-ECLN,50.0,True
130400156_,YIS40-1000,5.0,True
130400069_,YIS11-4-20-B,2.0,True
130400151_,YIS11-4-30,2.0,True
130400150_,YIS11-4-30-B,2.0,True
130400154_,YIS11-4-40-B,2.0,True
130400155_,YIS11-4-50-B,2.0,True
130400152_,YIS11-4-30-8-B,2.0,True
130400153_,YIS11-4-40-8-B,2.0,True
240100028_,UHH31-D025-100-100,20.0,True
240100091_,UHH32-D025-100-100,20.0,True
240100002_,UHH31-D025-150-100,20.0,True
240100029_,UHH31-D025-200-100,20.0,True
240100003_,UHH31-D036-100-100,20.0,True
240100004_,UHH31-D036-150-100,20.0,True
240100052_,UHH32-D036-150-100,20.0,True
240100005_,UHH31-D036-200-100,20.0,True
240100053_,UHH32-D036-200-100,20.0,True
240100006_,UHH31-D036-300-100,20.0,True
240100054_,UHH32-D036-300-100,20.0,True
240100007_,UHH31-D036-350-100,20.0,True
240100093_,UHH32-D036-350-100,20.0,True
240100185_,UHH31-D048-200-100,10.0,True
240100208_,UHH32-D048-200-100,10.0,True
240100026_,UHH31-D048-250-100,10.0,True
240100027_,UHH31-D048-300-100,10.0,True
240100094_,UHH32-D048-300-100,10.0,True
240100106_,UHH31-D048-350-100,10.0,True
240100011_,UHH31-D048-450-100,10.0,True
240100012_,UHH31-D048-500-100,10.0,True
240100107_,UHH31-D076-300-100,5.0,True
240100013_,UHH31-D076-500-100,5.0,True
240100112_,UHH36-5-8-100,10.0,True
240100111_,UHH35-11-18-100,5.0,True
240100110_,UHH36-11-18-100,5.0,True
240100109_,UHH36-19-25-100,5.0,True
311101034_,74882,,False
240100095_,UHP31-20-100,10.0,True
240100096_,UHP31-25-100,5.0,True
240100097_,UHP31-30-100,5.0,True
240100209_,UHP31-40-100,5.0,True
251400143_,MKM11-N-12-54-Z,1.0,True
150101140_,MKM11-N-18-54-Z,1.0,True
251400144_,MKM11-N-24-54-Z,1.0,True
251400145_,MKM11-N-36-54-Z,1.0,True
251400146_,MKM11-N-48-54-Z,1.0,True
251400147_,MKM11-N-54-54-Z,1.0,True
251400148_,MKM11-N-72-54-Z,1.0,True
250200010_,MKM14-V-12-30-T,1.0,True
250200044_,MKM14-V-18-30-T,1.0,True
250200011_,MKM14-V-24-30-T,1.0,True
250200012_,MKM14-V-36-30-T,1.0,True
250200047_,MKM14-V-48-30-T,1.0,True
250200052_,MKM14-V-54-30-T,1.0,True
251000053_,MKM14-V-72-30-T,1.0,True
250200020_,MKM14-N-09-31-Z,1.0,True
250200014_,MKM14-N-12-31-Z,1.0,True
250200015_,MKM14-N-18-31-Z,1.0,True
250200016_,MKM14-N-24-31-Z,1.0,True
250200017_,MKM14-N-36-31-Z,1.0,True
250200018_,MKM14-N-48-31-Z,1.0,True
250200019_,MKM14-N-54-31-Z,1.0,True
250200077_,MKM14-N-72-31-Z,1.0,True
251400074_,TI5-50-V-012-31-7035,1.0,True
251400075_,TI5-50-V-024-31-7035,1.0,True
251400076_,TI5-50-V-036-31-7035,1.0,True
251400077_,TI5-50-V-048-31-7035,1.0,True
251400081_,TI5-50-V-2X024-31-7035,1.0,True
251400078_,TI5-50-V-060-31-7035,1.0,True
251400079_,TI5-50-V-072-31-7035,1.0,True
251400082_,TI5-50-V-2X036-31-7035,1.0,True
251400080_,TI5-50-V-084-31-7035,1.0,True
251400083_,TI5-50-V-2X048-31-7035,1.0,True
251400087_,TI5-50-V-3X036-31-7035,1.0,True
251400084_,TI5-50-V-2X060-31-7035,1.0,True
251400085_,TI5-50-V-2X072-31-7035,1.0,True
251400088_,TI5-50-V-3X048-31-7035,1.0,True
251400086_,TI5-50-V-2X084-31-7035,1.0,True
251400089_,TI5-50-V-3X060-31-7035,1.0,True
251400090_,TI5-50-V-3X072-31-7035,1.0,True
251400091_,TI5-50-V-3X084-31-7035,1.0,True
251400065_,TI5-50-N-012-54-7035,1.0,True
250600289_,TI5-50-N-024-54-7035,1.0,True
250600275_,TI5-50-N-036-54-7035,1.0,True
251400066_,TI5-50-N-048-54-7035,1.0,True
250600276_,TI5-50-N-2X024-54-7035,1.0,True
251400067_,TI5-50-N-060-54-7035,1.0,True
251400068_,TI5-50-N-072-54-7035,1.0,True
250600277_,TI5-50-N-2X036-54-7035,1.0,True
251400069_,TI5-50-N-084-54-7035,1.0,True
251400070_,TI5-50-N-2X048-54-7035,1.0,True
250600278_,TI5-50-N-2X060-54-7035,1.0,True
250600279_,TI5-50-N-2X072-54-7035,1.0,True
251400071_,TI5-50-N-2X084-54-7035,1.0,True
251400072_,TI5-50-N-3X060-54-7035,1.0,True
251400073_,TI5-50-N-3X072-54-7035,1.0,True
250200001_,YKM40-01-31,1.0,True
250200002_,YKM40-01-54,1.0,True
250200003_,YKM40-02-31,1.0,True
250200004_,YKM40-02-54,1.0,True
250200006_,YKM40-03-31,1.0,True
250200007_,YKM40-03-54,1.0,True
250200008_,YKM40-04-31,1.0,True
250200009_,YKM40-04-54,1.0,True
250200041_,YKM40-05-31,1.0,True
250200042_,YKM40-05-54,1.0,True
250200050_,YKM40-06-31,1.0,True
250200051_,YKM40-06-54,1.0,True
250200037_,YKM40-07-31,1.0,True
250200054_,YKM40-07-54,1.0,True
251400126_,TI5-10-N-100-060-020-66,1.0,True
251400127_,TI5-10-N-100-060-030-66,1.0,True
251400128_,TI5-10-N-100-060-040-66,1.0,True
251400129_,TI5-10-N-100-080-030-66,1.0,True
251400130_,TI5-10-N-120-060-020-66,1.0,True
251400131_,TI5-10-N-120-060-030-66,1.0,True
251400133_,TI5-10-N-120-080-030-66,1.0,True
251400134_,TI5-10-N-120-080-040-66,1.0,True
251400135_,TI5-10-N-140-060-030-66,1.0,True
251400136_,TI5-10-N-140-080-030-66,1.0,True
251400092_,TI5-10-N-030-030-015-66,1.0,True
251400093_,TI5-10-N-030-030-020-66,1.0,True
251400094_,TI5-10-N-030-040-015-66,1.0,True
251400095_,TI5-10-N-030-040-020-66,1.0,True
251400096_,TI5-10-N-040-030-015-66,1.0,True
250600290_,TI5-10-N-040-030-020-66,1.0,True
251400097_,TI5-10-N-040-040-015-66,1.0,True
251400098_,TI5-10-N-040-040-020-66,1.0,True
251400099_,TI5-10-N-040-040-025-66,1.0,True
251400100_,TI5-10-N-040-060-015-66,1.0,True
251400101_,TI5-10-N-040-060-020-66,1.0,True
251400102_,TI5-10-N-040-060-025-66,1.0,True
251400103_,TI5-10-N-050-030-015-66,1.0,True
251400104_,TI5-10-N-050-030-020-66,1.0,True
251400105_,TI5-10-N-050-040-015-66,1.0,True
251400106_,TI5-10-N-050-040-020-66,1.0,True
250600291_,TI5-10-N-050-040-025-66,1.0,True
251400107_,TI5-10-N-050-050-020-66,1.0,True
251400108_,TI5-10-N-050-050-030-66,1.0,True
251400109_,TI5-10-N-050-060-020-66,1.0,True
251400110_,TI5-10-N-050-060-030-66,1.0,True
251400111_,TI5-10-N-060-040-020-66,1.0,True
251400112_,TI5-10-N-060-040-025-66,1.0,True
251400114_,TI5-10-N-060-050-015-66,1.0,True
250600292_,TI5-10-N-060-050-020-66,1.0,True
251400115_,TI5-10-N-060-050-025-66,1.0,True
251400116_,TI5-10-N-060-060-025-66,1.0,True
251400117_,TI5-10-N-060-060-040-66,1.0,True
251400118_,TI5-10-N-070-050-020-66,1.0,True
251400119_,TI5-10-N-070-050-025-66,1.0,True
251400120_,TI5-10-N-080-060-020-66,1.0,True
250600293_,TI5-10-N-080-060-025-66,1.0,True
251400121_,TI5-10-N-080-060-030-66,1.0,True
251400123_,TI5-10-N-080-080-020-66,1.0,True
251400124_,TI5-10-N-080-080-030-66,1.0,True
250200032_,MKM51-N-03-54,1.0,True
250200031_,MKM51-N-01-54,1.0,True
250200060_,MKM51-N-04-54,1.0,True
250200061_,MKM51-N-09-54,1.0,True
250200025_,MKM25-N-12-31-ZO,1.0,True
250200026_,MKM35-N-12-31-ZO,1.0,True
250200027_,MKM35-N-30-1-31-ZO,1.0,True
250200028_,MKM35-N-48-31-ZO,1.0,True
250200078_,MKM42-03-31,1.0,True
250200005_,MKM42-04-31,1.0,True
290100110_,MKM42-06-1270-31,1.0,True
010700084_,YKM80-311-54,1.0,True
010700175_,YKM80-320-54,1.0,True
251400142_,KR5-KP13-V-24-41,1.0,True
251400140_,KR5-KP13-N-12-41,1.0,True
251400141_,KR5-KP13-N-24-41,1.0,True
251400045_,TFM-KP73-N-02-41-K01-K01,12.0,True
251400046_,TFM-KP73-N-04-41-K01-K01,12.0,True
251400047_,TFM-KP73-N-06-41-K01-K01,8.0,True
251400035_,TF5-KP13-V-12-41-K01-K01,1.0,True
251400036_,TF5-KP13-V-24-41-K01-K01,1.0,True
251400037_,TF5-KP13-V-36-41-K01-K01,1.0,True
251400038_,TF5-KP13-V-54-41-K01-K01,1.0,True
251400031_,TF5-KP13-N-08-41-K01-K01,1.0,True
251400032_,TF5-KP13-N-12-41-K01-K01,1.0,True
251400028_,TF5-KP13-N-24-41-K01-K01,1.0,True
251400029_,TF5-KP13-N-36-41-K01-K01,1.0,True
251400033_,TF5-KP13-N-54-41-K01-K01,1.0,True
251400039_,TF5-KP12-V-08-41-K01-K03,1.0,True
251400017_,TF5-KP12-V-12-41-K01-K03,1.0,True
251400019_,TF5-KP12-V-24-41-K01-K03,1.0,True
251400020_,TF5-KP12-V-36-41-K01-K03,1.0,True
251400030_,TF5-KP12-V-54-41-K01-K03,1.0,True
251400040_,TF5-KP12-N-08-41-K01-K03,1.0,True
251400041_,TF5-KP12-N-12-41-K01-K03,1.0,True
251400042_,TF5-KP12-N-24-41-K01-K03,1.0,True
251400043_,TF5-KP12-N-36-41-K01-K03,1.0,True
251400044_,TF5-KP12-N-54-41-K01-K03,1.0,True
251400062_,UIC-KP13-V-08-41-K01,8.0,True
251400063_,UIC-KP13-V-12-41-K01,8.0,True
251400064_,UIC-KP13-V-18-41-K01,4.0,True
251400057_,UIC-KP13-N-04-41-K01,8.0,True
251400058_,UIC-KP13-N-06-41-K01,8.0,True
251400059_,UIC-KP13-N-08-41-K01,8.0,True
251400060_,UIC-KP13-N-12-41-K01,8.0,True
251400061_,UIC-KP13-N-18-41-K01,4.0,True
251400053_,UIC-KP12-V-06-41-K01,8.0,True
251400054_,UIC-KP12-V-08-41-K01,8.0,True
251400055_,UIC-KP12-V-12-41-K01,8.0,True
251400056_,UIC-KP12-V-18-41-K01,4.0,True
251400048_,UIC-KP12-N-04-41-K01,8.0,True
251400049_,UIC-KP12-N-06-41-K01,8.0,True
251400050_,UIC-KP12-N-08-41-K01,8.0,True
251400051_,UIC-KP12-N-12-41-K01,8.0,True
251400052_,UIC-KP12-N-18-41-K01,4.0,True
250600020_,MKP12-V-04-40-20,20.0,True
250600005_,MKP12-V-06-40-20,20.0,True
250600006_,MKP12-V-08-40-20,20.0,True
250600001_,MKP12-V-12-40-10,10.0,True
250600002_,MKP12-V-18-40-10,10.0,True
250600003_,MKP12-V-24-40-10,10.0,True
250600004_,MKP12-V-36-40-05,5.0,True
250600021_,MKP12-N-04-40-20,20.0,True
250600010_,MKP12-N-06-40-20,20.0,True
250600011_,MKP12-N-08-40-20,20.0,True
250600007_,MKP12-N-12-40-10,10.0,True
250600008_,MKP12-N-18-40-10,10.0,True
250600009_,MKP12-N-24-40-10,10.0,True
250600012_,MKP12-N-36-40-05,5.0,True
250600129_,MKP93-N-403022-65,1.0,True
250600130_,MKP93-N-504024-65,1.0,True
250600131_,MKP93-N-604020-65,1.0,True
250600132_,MKP93-N-806026-65,1.0,True
250600187_,MKP93-N-352515-65,1.0,True
250600041_,MSP308-3-55,1.0,True
130200020_,YZK10-18-18-34,10.0,True
130200021_,YZK10-18-20-40,10.0,True
130200022_,YZK10-20-22-40,6.0,True
130200023_,YZK11-20-22-45,6.0,True
130200073_,YZK21-00,6.0,True
270300285_,YCE-FF-102-55,1.0,True
270300231_,YCE-FF-021-55,1.0,True
270300284_,YCE-FF-055-55,1.0,True
270300288_,YVR10-105-55,1.0,True
270300289_,YVR10-200-55,1.0,True
270300286_,YVR10-024-55,1.0,True
270300290_,YVR10-380-55,1.0,True
270300291_,YVR10-480-55,1.0,True
270300292_,YVR10-550-55,1.0,True
270300287_,YVR10-065-55,1.0,True
270300293_,YVR10-700-55,1.0,True
270300282_,YCE-EF-055-55,1.0,True
270300283_,YCE-EF-102-55,1.0,True
270300281_,YCE-EF-021-55,1.0,True
270300296_,YVR10D-EF-200-55,1.0,True
270300297_,YVR10D-EF-380-55,1.0,True
270300298_,YVR10D-EF-480-55,1.0,True
270300295_,YVR10D-EF-065-55,1.0,True
270300275_,YCE-RC-10-20,1.0,True
270300276_,YCE-RC-13-20,1.0,True
270300272_,YCE-HVL-300-20,1.0,True
270300273_,YCE-HVL-400-20,1.0,True
270300260_,YCE-HVL-100-20,1.0,True
270300221_,YCE-HGL-250-20,1.0,True
270300259_,YCE-HGL-400-20,1.0,True
270300224_,YCE-HG-100-20,1.0,True
270300244_,YCE-HG-150-20,1.0,True
270300261_,YCE-HG-015-20,1.0,True
270300262_,YCE-HG-030-20,1.0,True
270300263_,YCE-HG-045-20,1.0,True
270300212_,YCE-HG-060-20,1.0,True
270300264_,YCE-HG-075-20,1.0,True
270300267_,YCE-CSL-150-20,1.0,True
270300268_,YCE-CSL-250-20,1.0,True
270300269_,YCE-CSL-400-20,1.0,True
