sku,shipment,eta,qty_raw,quantity_status,source_as_of,unit_conversion_confirmed
130600061_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,40.0,observed,2026-09-22,False
270300101_,ут-8231 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,10.0,observed,2026-09-22,False
010500122_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,40.0,observed,2026-09-22,False
240100208_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,150.0,observed,2026-09-22,False
280300103_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,216.0,observed,2026-09-22,False
240100095_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,10.0,observed,2026-09-22,False
240100112_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,400.0,observed,2026-09-22,False
240100110_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,60.0,observed,2026-09-22,False
130600062_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,40.0,observed,2026-09-22,False
081100703_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,80.0,observed,2026-09-22,False
081100710_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,80.0,observed,2026-09-22,False
030200465_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,200.0,observed,2026-09-22,False
030200466_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,50.0,observed,2026-09-22,False
081100762_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,30.0,observed,2026-09-22,False
130200378_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,120.0,observed,2026-09-22,False
081100766_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,4.0,observed,2026-09-22,False
081100768_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,3.0,observed,2026-09-22,False
010700134_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,20.0,observed,2026-09-22,False
010700135_,ут-8233 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,40.0,observed,2026-09-22,False
010700155_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,11.0,observed,2026-09-22,False
130200413_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,2.0,observed,2026-09-22,False
130200423_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,6.0,observed,2026-09-22,False
130200426_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,2.0,observed,2026-09-22,False
080800141_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,1.0,observed,2026-09-22,False
290100138_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,2.0,observed,2026-09-22,False
290100143_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,20.0,observed,2026-09-22,False
270300224_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,10.0,observed,2026-09-22,False
270300273_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,1.0,observed,2026-09-22,False
270300287_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,25.0,observed,2026-09-22,False
130200432_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,2.0,observed,2026-09-22,False
130200434_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,1.0,observed,2026-09-22,False
130200439_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,3.0,observed,2026-09-22,False
130200441_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,8.0,observed,2026-09-22,False
130200442_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,1.0,observed,2026-09-22,False
130200444_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,1.0,observed,2026-09-22,False
280300696_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,30.0,observed,2026-09-22,False
250600187_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,10.0,observed,2026-09-22,False
280300950_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,64.0,observed,2026-09-22,False
151000698_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,500.0,observed,2026-09-22,False
130301640_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,50.0,observed,2026-09-22,False
150101182_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,18.0,observed,2026-09-22,False
150101202_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,4.0,observed,2026-09-22,False
150101140_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,5.0,observed,2026-09-22,False
251400144_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,5.0,observed,2026-09-22,False
251400145_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,3.0,observed,2026-09-22,False
251400148_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,6.0,observed,2026-09-22,False
251400083_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,1.0,observed,2026-09-22,False
251400084_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,1.0,observed,2026-09-22,False
251400102_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,1.0,observed,2026-09-22,False
251400108_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,2.0,observed,2026-09-22,False
251400116_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,1.0,observed,2026-09-22,False
251400127_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,2.0,observed,2026-09-22,False
251400042_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-10-10,10.0,observed,2026-09-22,False
251400030_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,20.0,observed,2026-09-22,False
251400028_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,12.0,observed,2026-09-22,False
251400029_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,2.0,observed,2026-09-22,False
251400036_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,14.0,observed,2026-09-22,False
MKK11-20-22,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,10.0,observed,2026-09-22,False
120100307_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,11.0,observed,2026-09-22,False
MKK11-40-11,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,10.0,observed,2026-09-22,False
MKK11-63-20,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,20.0,observed,2026-09-22,False
290100033_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,4.0,observed,2026-09-22,False
010400925_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,11.0,observed,2026-09-22,False
010400926_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,5.0,observed,2026-09-22,False
010400849_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,7.0,observed,2026-09-22,False
010400927_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,8.0,observed,2026-09-22,False
010400850_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,4.0,observed,2026-09-22,False
010400929_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,5.0,observed,2026-09-22,False
010400865_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-10-10,7.0,observed,2026-09-22,False
010400931_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,3.0,observed,2026-09-22,False
010400933_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,8.0,observed,2026-09-22,False
010400947_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,6.0,observed,2026-09-22,False
030201463_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,30.0,observed,2026-09-22,False
030201465_,ут-8234 от 18 сентября 2026 г. (поступление до 30.09.2026),2026-09-30,20.0,observed,2026-09-22,False
030201469_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,40.0,observed,2026-09-22,False
030201471_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,50.0,observed,2026-09-22,False
030201480_,рф ут-7583 от 31 августа 2026 г. (поступление до 10.10.2026),2026-10-10,40.0,observed,2026-09-22,False
030201480_,рф ут-7974 от 10 сентября 2026 г. (поступление до 15.10.2026),2026-10-15,37.0,observed,2026-09-22,False
030201481_,пп ут-7848 от 7 сентября 2026 г. (поступление до 01.10.2026),2026-10-01,80.0,observed,2026-09-22,False
